profile,symbol,side,start,end,bars,gross_contribution,cost,net_contribution,profile_name,sample,holding_days,entry_weight,average_abs_weight,maximum_abs_weight,status,result
risk24,BTC,long,2023-04-10 20:00:00+00:00,2023-04-17 04:00:00+00:00,39,0.013329568872337506,0.0006098034298762369,0.01271976544246127,24% target-vol,development,6.5,0.06595190852983128,0.2289748477582648,0.44253564979383403,closed,win
risk20,ETH,long,2023-04-12 08:00:00+00:00,2023-04-19 08:00:00+00:00,43,0.018259319568630725,0.0005050189137724182,0.017754300654858307,20% target-vol,development,7.166666666666667,0.05822844066738419,0.2075121433773506,0.3228212567745079,closed,win
risk24,ETH,long,2023-04-12 08:00:00+00:00,2023-04-19 08:00:00+00:00,43,0.022043616691631136,0.000590061253659844,0.021453555437971294,24% target-vol,development,7.166666666666667,0.06987412880086101,0.24753241135375537,0.3798685307450819,closed,win
risk20,BTC,long,2023-04-30 20:00:00+00:00,2023-05-01 04:00:00+00:00,3,-0.0023227913645657355,5.843083553091421e-05,-0.00238122220009665,20% target-vol,development,0.5,0.05843083553091421,0.058197798817511186,0.05843083553091421,closed,loss
risk24,BTC,long,2023-04-30 20:00:00+00:00,2023-05-01 04:00:00+00:00,3,-0.0027873496374788823,7.011700263709704e-05,-0.0028574666401159792,24% target-vol,development,0.5,0.07011700263709704,0.06983735858101342,0.07011700263709704,closed,loss
risk20,ETH,long,2023-05-04 04:00:00+00:00,2023-05-06 20:00:00+00:00,17,-0.007708858052042366,0.0003143563582457889,-0.008023214410288155,20% target-vol,development,2.8333333333333335,0.05255445916425827,0.11861304248015646,0.2871788360938889,closed,loss
risk24,ETH,long,2023-05-04 04:00:00+00:00,2023-05-06 20:00:00+00:00,17,-0.009250629662450839,0.00037722762989494653,-0.009627857292345785,24% target-vol,development,2.8333333333333335,0.06306535099710993,0.14233565097618775,0.3446146033126665,closed,loss
risk20,BTC,long,2023-05-04 08:00:00+00:00,2023-05-07 00:00:00+00:00,17,-0.0008052370371838901,6.02752527931507e-05,-0.0008655122899770408,20% target-vol,development,2.8333333333333335,0.028504498811197456,0.053146231439519166,0.058893576109359476,closed,loss
risk24,BTC,long,2023-05-04 08:00:00+00:00,2023-05-07 00:00:00+00:00,17,-0.0009662844446206684,7.233030335178082e-05,-0.0010386147479724492,24% target-vol,development,2.8333333333333335,0.03420539857343694,0.06377547772742298,0.07067229133123137,closed,loss
risk20,BTC,short,2023-05-17 04:00:00+00:00,2023-05-17 20:00:00+00:00,5,-0.0018798061507301223,0.00013758192370131006,-0.0020173880744314325,20% target-vol,development,0.8333333333333334,-0.13741896137913792,0.1374360181114304,0.13755620063198284,closed,loss
risk24,BTC,short,2023-05-17 04:00:00+00:00,2023-05-17 20:00:00+00:00,5,-0.0022557673808761463,0.000165098308441572,-0.0024208656893177183,24% target-vol,development,0.8333333333333334,-0.1649027536549655,0.16492322173371649,0.16506744075837934,closed,loss
risk20,ETH,short,2023-05-17 12:00:00+00:00,2023-05-17 16:00:00+00:00,2,0.0002825830985983323,6.403704478061872e-05,0.00021854605381771357,20% target-vol,development,0.3333333333333333,-0.06403704478061871,0.06400793841666952,0.06403704478061871,closed,win
risk24,ETH,short,2023-05-17 12:00:00+00:00,2023-05-17 16:00:00+00:00,2,0.00033909971831799855,7.684445373674244e-05,0.0002622552645812561,24% target-vol,development,0.3333333333333333,-0.07684445373674244,0.07680952610000341,0.07684445373674244,closed,win
risk20,BTC,short,2023-05-18 20:00:00+00:00,2023-05-21 20:00:00+00:00,19,-0.003141239278221226,0.00040148635887087074,-0.003542725637092097,20% target-vol,development,3.1666666666666665,-0.06948233590222606,0.29236765062436887,0.40115897236875014,closed,loss
risk24,BTC,short,2023-05-18 20:00:00+00:00,2023-05-21 20:00:00+00:00,19,-0.0037694871338654723,0.00048178363064504503,-0.004251270764510517,24% target-vol,development,3.1666666666666665,-0.08337880308267126,0.3508411807492426,0.4813907668425003,closed,loss
risk20,ETH,short,2023-05-19 00:00:00+00:00,2023-05-19 00:00:00+00:00,1,-0.0004379143331540421,0.00013750038287643364,-0.0005754147160304757,20% target-vol,development,0.16666666666666666,-0.13750038287643362,0.13750038287643362,0.13750038287643362,closed,loss
risk24,ETH,short,2023-05-19 00:00:00+00:00,2023-05-19 00:00:00+00:00,1,-0.0005254971997848505,0.00016500045945172035,-0.0006904976592365709,24% target-vol,development,0.16666666666666666,-0.16500045945172034,0.16500045945172034,0.16500045945172034,closed,loss
risk20,BTC,short,2023-05-22 04:00:00+00:00,2023-05-23 08:00:00+00:00,8,-0.005396746305626318,0.0003219350416393849,-0.005718681347265703,20% target-vol,development,1.3333333333333333,-0.14852709804947264,0.19351422346915853,0.2845247076429514,closed,loss
risk24,BTC,short,2023-05-22 04:00:00+00:00,2023-05-23 08:00:00+00:00,8,-0.006476095566751581,0.00038632204996726186,-0.006862417616718843,24% target-vol,development,1.3333333333333333,-0.17823251765936718,0.23221706816299026,0.34142964917154167,closed,loss
risk20,ETH,long,2023-05-23 00:00:00+00:00,2023-05-24 08:00:00+00:00,9,-0.0018587924378560114,0.00024872594478719443,-0.002107518382643206,20% target-vol,development,1.5,0.032434209688478134,0.21243559269571582,0.24872594478719443,closed,loss
risk24,ETH,long,2023-05-23 00:00:00+00:00,2023-05-24 08:00:00+00:00,9,-0.0022305509254272144,0.0002984711337446333,-0.0025290220591718477,24% target-vol,development,1.5,0.03892105162617378,0.254922711234859,0.29847113374463324,closed,loss
risk20,BTC,short,2023-05-24 08:00:00+00:00,2023-05-28 16:00:00+00:00,27,-0.0019706827380464895,0.0004012134489336501,-0.0023718961869801398,20% target-vol,development,4.5,-0.02513941112988985,0.15849478628870978,0.2954939006729084,closed,loss
risk24,BTC,short,2023-05-24 08:00:00+00:00,2023-05-28 16:00:00+00:00,27,-0.002152765394776664,0.0004657503783905412,-0.0026185157731672053,24% target-vol,development,4.5,-0.03016729335586781,0.1876645829806814,0.35459268080749,closed,loss
risk20,ETH,long,2023-05-26 20:00:00+00:00,2023-05-31 20:00:00+00:00,31,0.005908152835476177,0.00037919710417821847,0.005528955731297958,20% target-vol,development,5.166666666666667,0.20700380093881476,0.2539255743312494,0.32665892661085894,closed,win
risk24,ETH,long,2023-05-26 20:00:00+00:00,2023-05-31 20:00:00+00:00,31,0.00673277656281707,0.00043797949758994165,0.006294797065227129,24% target-vol,development,5.166666666666667,0.231975114119695,0.2899402896828904,0.37546004427733676,closed,win
risk20,BTC,long,2023-05-30 12:00:00+00:00,2023-05-30 16:00:00+00:00,2,-0.00017245685137179715,6.762360895819162e-05,-0.00024008046032998877,20% target-vol,development,0.3333333333333333,0.06762360895819162,0.06722430406110705,0.06762360895819162,closed,loss
risk24,BTC,long,2023-05-30 12:00:00+00:00,2023-05-30 16:00:00+00:00,2,-0.0002526487791195466,9.828082706541728e-05,-0.0003509296061849639,24% target-vol,development,0.3333333333333333,0.09828082706541728,0.09778393479519804,0.09828082706541728,closed,loss
risk20,BTC,short,2023-05-31 12:00:00+00:00,2023-06-07 04:00:00+00:00,41,0.01124298287234514,0.0008068725986330385,0.0104361102737121,20% target-vol,development,6.833333333333333,-0.08190447705191337,0.17605238594580563,0.5865062286613866,closed,win
risk24,BTC,short,2023-05-31 12:00:00+00:00,2023-06-07 04:00:00+00:00,41,0.01339980253543055,0.0009509604833625373,0.012448842052068011,24% target-vol,development,6.833333333333333,-0.09828537246229606,0.20892798791588396,0.7038074743936638,closed,win
risk20,ETH,long,2023-06-03 00:00:00+00:00,2023-06-04 04:00:00+00:00,8,-0.0011650800697807569,0.00021744068813119418,-0.001382520757911951,20% target-vol,development,1.3333333333333333,0.0631367691329487,0.18149593523752672,0.2174406881311942,closed,loss
risk24,ETH,long,2023-06-03 00:00:00+00:00,2023-06-04 04:00:00+00:00,8,-0.0012147949264948625,0.000260928825757433,-0.0014757237522522956,24% target-vol,development,1.3333333333333333,0.06774261786340467,0.20684469111616477,0.260928825757433,closed,loss
risk20,ETH,long,2023-06-04 12:00:00+00:00,2023-06-04 12:00:00+00:00,1,0.00017089066258588277,0.000217920002312934,-4.702933972705123e-05,20% target-vol,development,0.16666666666666666,0.21792000231293399,0.21792000231293399,0.21792000231293399,closed,loss
risk24,ETH,long,2023-06-04 12:00:00+00:00,2023-06-04 12:00:00+00:00,1,0.00020506879510305927,0.0002615040027755207,-5.6435207672461446e-05,24% target-vol,development,0.16666666666666666,0.2615040027755207,0.2615040027755207,0.2615040027755207,closed,loss
risk20,ETH,long,2023-06-04 20:00:00+00:00,2023-06-04 20:00:00+00:00,1,0.00040244712531065064,0.00029308327546476474,0.0001093638498458859,20% target-vol,development,0.16666666666666666,0.29308327546476476,0.29308327546476476,0.29308327546476476,closed,win
risk24,ETH,long,2023-06-04 20:00:00+00:00,2023-06-04 20:00:00+00:00,1,0.0004829365503727808,0.00035169993055771776,0.00013123661981506306,24% target-vol,development,0.16666666666666666,0.35169993055771775,0.35169993055771775,0.35169993055771775,closed,win
risk20,ETH,short,2023-06-05 20:00:00+00:00,2023-06-06 20:00:00+00:00,7,-0.01277937136333964,0.00026727373591713994,-0.01304664509925678,20% target-vol,development,1.1666666666666667,-0.04645430061824463,0.2347494894037801,0.26727373591713993,closed,loss
risk24,ETH,short,2023-06-05 20:00:00+00:00,2023-06-06 20:00:00+00:00,7,-0.015335245636007565,0.00032072848310056774,-0.015655974119108133,24% target-vol,development,1.1666666666666667,-0.05574516074189356,0.2816993872845361,0.32072848310056773,closed,loss
risk20,BTC,short,2023-06-08 16:00:00+00:00,2023-06-16 20:00:00+00:00,50,-0.006009909957976729,0.00043953118197655525,-0.006449441139953284,20% target-vol,development,8.333333333333334,-0.07707821894323279,0.16520537219554568,0.2604688974794307,closed,loss
risk24,BTC,short,2023-06-08 16:00:00+00:00,2023-06-16 20:00:00+00:00,50,-0.0072118919495720735,0.0005274374183718664,-0.00773932936794394,24% target-vol,development,8.333333333333334,-0.09249386273187933,0.19824644663465488,0.3125626769753168,closed,loss
risk20,ETH,short,2023-06-09 12:00:00+00:00,2023-06-17 00:00:00+00:00,46,0.01130184870155621,0.0005562876381605567,0.010745561063395654,20% target-vol,development,7.666666666666667,-0.0901396957675017,0.2647713212032416,0.40542064017981644,closed,win
risk24,ETH,short,2023-06-09 12:00:00+00:00,2023-06-17 00:00:00+00:00,46,0.013527644065613818,0.0006675451657926674,0.01286009889982115,24% target-vol,development,7.666666666666667,-0.10816763492100202,0.3173827798504173,0.48650476821577965,closed,win
risk20,BTC,long,2023-06-20 16:00:00+00:00,2023-06-22 00:00:00+00:00,9,0.01136212085799271,0.0001868526787704179,0.011175268179222292,20% target-vol,development,1.5,0.17183602937114087,0.0878174835090921,0.18053696211574324,closed,win
risk24,BTC,long,2023-06-20 16:00:00+00:00,2023-06-28 20:00:00+00:00,50,0.015036492653786353,0.00032058153505171535,0.014715911118734638,24% target-vol,development,8.333333333333334,0.20620323524536907,0.05443338106798167,0.21664435453889194,closed,win
risk20,ETH,long,2023-06-21 08:00:00+00:00,2023-06-26 20:00:00+00:00,34,0.005680837602416789,0.0003270618427755373,0.0053537757596412525,20% target-vol,development,5.666666666666667,0.06803988396142015,0.2883818641609921,0.3217650472079988,closed,win
risk24,ETH,long,2023-06-21 08:00:00+00:00,2023-06-26 20:00:00+00:00,34,0.006009704823260962,0.0003596438686670791,0.005650060954593883,24% target-vol,development,5.666666666666667,0.08164786075370416,0.31570041908715907,0.3531851540353445,closed,win
risk20,BTC,long,2023-06-26 08:00:00+00:00,2023-06-28 20:00:00+00:00,16,-0.00023271750880128394,8.264012357470915e-05,-0.0003153576323759931,20% target-vol,development,2.6666666666666665,0.02574338973502649,0.049767829112333684,0.06298439328455974,closed,loss
risk20,ETH,long,2023-06-28 00:00:00+00:00,2023-06-28 00:00:00+00:00,1,-0.0004218886683027849,0.00013735408390071262,-0.0005592427522034976,20% target-vol,development,0.16666666666666666,0.1373540839007126,0.1373540839007126,0.1373540839007126,closed,loss
risk24,ETH,long,2023-06-28 00:00:00+00:00,2023-06-28 00:00:00+00:00,1,-0.00045636843699977276,0.00014857964504587308,-0.0006049480820456458,24% target-vol,development,0.16666666666666666,0.14857964504587307,0.14857964504587307,0.14857964504587307,closed,loss
risk20,ETH,long,2023-07-01 00:00:00+00:00,2023-07-05 16:00:00+00:00,29,-0.002945285131578611,0.0005331172523108406,-0.0034784023838894517,20% target-vol,development,4.833333333333333,0.37898140023288235,0.3412139790842688,0.38662757399787767,closed,loss
risk24,ETH,long,2023-07-01 00:00:00+00:00,2023-07-05 16:00:00+00:00,29,-0.0030694913048841042,0.0006076612422578822,-0.0036771525471419866,24% target-vol,development,4.833333333333333,0.4228083914935447,0.3775720767629343,0.43206842517116945,closed,loss
risk24,BTC,long,2023-07-04 00:00:00+00:00,2023-07-04 20:00:00+00:00,6,-0.00045397232874438883,2.6100669776848957e-05,-0.0004800729985212378,24% target-vol,development,1.0,0.024138108339145443,0.024887196105576593,0.02570115165707626,closed,loss
risk20,ETH,short,2023-07-07 00:00:00+00:00,2023-07-07 08:00:00+00:00,3,0.0014821426842249676,0.0003217156827503934,0.0011604270014745743,20% target-vol,development,0.5,-0.08450970608688092,0.16202711868645311,0.31938881331799546,closed,win
risk24,ETH,short,2023-07-07 00:00:00+00:00,2023-07-07 08:00:00+00:00,3,0.0017785712210699612,0.0003860588193004722,0.001392512401769489,24% target-vol,development,0.5,-0.10141164730425711,0.19443254242374375,0.3832665759815946,closed,win
risk20,ETH,short,2023-07-07 16:00:00+00:00,2023-07-07 16:00:00+00:00,1,-0.0019249498527440247,0.0003207351780578607,-0.002245685030801885,20% target-vol,development,0.16666666666666666,-0.3207351780578607,0.3207351780578607,0.3207351780578607,closed,loss
risk24,ETH,short,2023-07-07 16:00:00+00:00,2023-07-07 16:00:00+00:00,1,-0.0023099398232928293,0.00038488221366943275,-0.002694822036962262,24% target-vol,development,0.16666666666666666,-0.38488221366943276,0.38488221366943276,0.38488221366943276,closed,loss
risk20,BTC,long,2023-07-11 20:00:00+00:00,2023-07-13 08:00:00+00:00,10,-0.0006896287767989477,9.001973070092616e-05,-0.0007796485074998739,20% target-vol,development,1.6666666666666667,0.08957915245982546,0.0808335513217756,0.09001475978208441,closed,loss
risk24,BTC,long,2023-07-11 20:00:00+00:00,2023-07-13 08:00:00+00:00,10,-0.0008275545321587374,0.00010802367684111142,-0.0009355782089998488,24% target-vol,development,1.6666666666666667,0.10749498295179055,0.0970002615861307,0.10801771173850129,closed,loss
risk20,BTC,long,2023-07-13 20:00:00+00:00,2023-07-28 16:00:00+00:00,90,-0.011449795065551858,0.000542069420993645,-0.011991864486545503,20% target-vol,development,15.0,0.0011340341248990877,0.13388238748254205,0.19791657726935993,closed,loss
risk20,ETH,long,2023-07-13 20:00:00+00:00,2023-07-16 08:00:00+00:00,16,0.004210736518263262,0.00041314683945877244,0.0037975896788044893,20% target-vol,development,2.6666666666666665,0.40419129703886,0.19495981150757347,0.40419129703886,closed,win
risk24,BTC,long,2023-07-13 20:00:00+00:00,2023-07-26 00:00:00+00:00,74,-0.01426956596708479,0.0004685299761318767,-0.014738095943216668,24% target-vol,development,12.333333333333334,0.019739674243173078,0.14914008803374376,0.2101775662889435,closed,loss
risk24,ETH,long,2023-07-13 20:00:00+00:00,2023-07-16 08:00:00+00:00,16,0.005106985774791368,0.00048823708288336877,0.004618748691907999,24% target-vol,development,2.6666666666666665,0.4700750564065928,0.2269497248476412,0.4700750564065928,closed,win
risk24,BTC,long,2023-07-26 20:00:00+00:00,2023-07-28 16:00:00+00:00,12,0.00048068154533090646,0.00022066793407047848,0.000260013611260428,24% target-vol,development,2.0,0.06247016003678655,0.1483425992553544,0.21923605474563976,closed,win
risk20,BTC,long,2023-07-29 20:00:00+00:00,2023-08-01 08:00:00+00:00,16,-0.002980852100691893,0.00040401472984614187,-0.003384866830538035,20% target-vol,development,2.6666666666666665,0.12413105470926565,0.19116013672515253,0.3240927888672101,closed,loss
risk24,BTC,long,2023-07-29 20:00:00+00:00,2023-08-01 08:00:00+00:00,16,-0.003055361278307831,0.00041264739411021276,-0.003468008672418044,24% target-vol,development,2.6666666666666665,0.14895726565111875,0.1968554646640689,0.3333333333333333,closed,loss
risk20,ETH,long,2023-07-30 04:00:00+00:00,2023-07-30 20:00:00+00:00,5,-0.0009090310431947457,7.730681453367503e-05,-0.0009863378577284207,20% target-vol,development,0.8333333333333334,0.07650449463842114,0.07697066532404326,0.07729187856643012,closed,loss
risk24,ETH,long,2023-07-30 04:00:00+00:00,2023-07-30 20:00:00+00:00,5,-0.0009335921599141788,7.929690959948815e-05,-0.0010128890695136668,24% target-vol,development,0.8333333333333334,0.07876916337758402,0.07907057353636128,0.07929690959948814,closed,loss
risk20,ETH,short,2023-08-01 04:00:00+00:00,2023-08-08 20:00:00+00:00,47,-0.0066256171927423155,0.001450273673156418,-0.008075890865898733,20% target-vol,development,7.833333333333333,-0.29826238086605034,0.4243647237391432,0.645850069486167,closed,loss
risk24,ETH,short,2023-08-01 04:00:00+00:00,2023-08-08 20:00:00+00:00,47,-0.007313114544806875,0.0016574551783147767,-0.008970569723121652,24% target-vol,development,7.833333333333333,-0.34492925686954123,0.4893357565703575,0.7712080565108557,closed,loss
risk20,BTC,long,2023-08-02 04:00:00+00:00,2023-08-02 16:00:00+00:00,4,-0.00321090129719915,0.0002873397930172961,-0.003498241090216446,20% target-vol,development,0.6666666666666666,0.003253495877759203,0.17509914708993624,0.2873397930172961,closed,loss
risk24,BTC,long,2023-08-02 08:00:00+00:00,2023-08-02 16:00:00+00:00,3,-0.00370531252026782,0.0003333333333333333,-0.004038645853601153,24% target-vol,development,0.5,0.23501038681556774,0.26784507204380215,0.3333333333333333,closed,loss
risk20,BTC,long,2023-08-08 20:00:00+00:00,2023-08-09 04:00:00+00:00,3,0.001764198477984718,0.00036956242855042684,0.0013946360494342912,20% target-vol,development,0.5,0.3333333333333333,0.3573263312925317,0.36956242855042687,closed,win
risk24,BTC,long,2023-08-08 20:00:00+00:00,2023-08-09 04:00:00+00:00,3,0.0016139565050994177,0.000393447622629524,0.0012205088824698937,24% target-vol,development,0.5,0.3333333333333333,0.37324296218663183,0.393447622629524,closed,win
risk20,ETH,long,2023-08-09 12:00:00+00:00,2023-08-09 12:00:00+00:00,1,1.3455393947326606e-05,9.277942639817793e-05,-7.932403245085132e-05,20% target-vol,development,0.16666666666666666,0.09277942639817793,0.09277942639817793,0.09277942639817793,closed,loss
risk24,ETH,long,2023-08-09 12:00:00+00:00,2023-08-09 12:00:00+00:00,1,1.3455393947326606e-05,9.277942639817793e-05,-7.932403245085132e-05,24% target-vol,development,0.16666666666666666,0.09277942639817793,0.09277942639817793,0.09277942639817793,closed,loss
risk20,BTC,short,2023-08-13 20:00:00+00:00,2023-08-31 20:00:00+00:00,109,0.0270862727800341,0.0015316794338626975,0.025554593346171404,20% target-vol,development,18.166666666666668,-0.1018237373968255,0.4061548208216847,0.636951406293903,closed,win
risk24,BTC,short,2023-08-13 20:00:00+00:00,2023-08-31 20:00:00+00:00,109,0.024315593655653597,0.0018364883981932896,0.02247910525746031,24% target-vol,development,18.166666666666668,-0.12218848487619059,0.4738152666815402,0.7643416875526835,closed,win
risk20,ETH,short,2023-08-14 04:00:00+00:00,2023-08-23 20:00:00+00:00,59,0.03942599978137376,0.0006115016335680407,0.03881449814780572,20% target-vol,development,9.833333333333334,-0.050688263004634256,0.19314576941443945,0.599478288802184,closed,win
risk24,ETH,short,2023-08-14 04:00:00+00:00,2023-08-23 20:00:00+00:00,59,0.04187968459120865,0.0006340072307587478,0.0412456773604499,24% target-vol,development,9.833333333333334,-0.06082591560556111,0.21401604426140655,0.6243722731254486,closed,win
risk20,ETH,short,2023-08-28 16:00:00+00:00,2023-08-29 16:00:00+00:00,7,-0.0014442915365014178,5.416283145750928e-05,-0.0014984543679589272,20% target-vol,development,1.1666666666666667,-0.05405391182764779,0.04258478771398149,0.05413632900195303,closed,loss
risk24,ETH,short,2023-08-28 16:00:00+00:00,2023-08-29 16:00:00+00:00,7,-0.0017331498438017015,6.499539774901115e-05,-0.0017981452415507127,24% target-vol,development,1.1666666666666667,-0.06486469419317734,0.051101745256777784,0.06496359480234364,closed,loss
risk20,BTC,short,2023-09-01 08:00:00+00:00,2023-09-08 04:00:00+00:00,42,-0.0031220976675948283,0.0003029726644419722,-0.0034250703320368005,20% target-vol,development,7.0,-0.10187157914440449,0.09097662805236555,0.25253324773317615,closed,loss
risk24,BTC,short,2023-09-01 08:00:00+00:00,2023-09-08 04:00:00+00:00,42,-0.0037465172011137936,0.00036356719733036664,-0.0041100843984441604,24% target-vol,development,7.0,-0.12224589497328538,0.10917195366283866,0.30303989727981134,closed,loss
risk20,ETH,short,2023-09-02 00:00:00+00:00,2023-09-08 00:00:00+00:00,37,-0.002309776811862446,0.0002025969801641715,-0.0025123737920266175,20% target-vol,development,6.166666666666667,-0.13833677491030147,0.10336165925955056,0.15282900683360404,closed,loss
risk24,ETH,short,2023-09-02 00:00:00+00:00,2023-09-08 00:00:00+00:00,37,-0.002771732174234935,0.00024311637619700577,-0.0030148485504319406,24% target-vol,development,6.166666666666667,-0.1660041298923617,0.12403399111146066,0.18339480820032483,closed,loss
risk20,ETH,short,2023-09-08 16:00:00+00:00,2023-09-12 16:00:00+00:00,25,0.0008873235220041669,0.0005239153553656971,0.0003634081666384698,20% target-vol,development,4.166666666666667,-0.3165678575686233,0.13309178334366006,0.32010663292674624,closed,win
risk24,ETH,short,2023-09-08 16:00:00+00:00,2023-09-12 16:00:00+00:00,25,0.0010647882264049995,0.0006286984264388363,0.00043608979996616315,24% target-vol,development,4.166666666666667,-0.379881429082348,0.15971014001239206,0.38412795951209544,closed,win
risk20,BTC,short,2023-09-11 20:00:00+00:00,2023-09-12 12:00:00+00:00,5,-0.00788939302174836,0.000251845560062008,-0.008141238581810368,20% target-vol,development,0.8333333333333334,-0.05396110964024311,0.1425679300436054,0.25184556006200803,closed,loss
risk24,BTC,short,2023-09-11 20:00:00+00:00,2023-09-12 12:00:00+00:00,5,-0.009467271626098029,0.00030221467207440956,-0.009769486298172439,24% target-vol,development,0.8333333333333334,-0.06475333156829173,0.1710815160523264,0.30221467207440955,closed,loss
risk20,BTC,long,2023-09-18 16:00:00+00:00,2023-09-18 20:00:00+00:00,2,-0.0027612614230143983,0.00019938142202705837,-0.002960642845041457,20% target-vol,development,0.3333333333333333,0.19774228074210684,0.1985618513845826,0.19938142202705836,closed,loss
risk24,BTC,long,2023-09-18 16:00:00+00:00,2023-09-18 20:00:00+00:00,2,-0.003541301039161539,0.0002557339412348336,-0.003797034980396373,24% target-vol,development,0.3333333333333333,0.2537827254908734,0.2547583333628535,0.25573394123483356,closed,loss
risk20,BTC,long,2023-09-19 04:00:00+00:00,2023-09-20 04:00:00+00:00,7,0.002512037221963387,0.00019450609501226585,0.002317531126951121,20% target-vol,development,1.1666666666666667,0.19432266113899818,0.19219149989050535,0.1943797468182246,closed,win
risk24,BTC,long,2023-09-19 04:00:00+00:00,2023-09-20 04:00:00+00:00,7,0.0032242361612041443,0.00024971910427624966,0.0029745170569278946,24% target-vol,development,1.1666666666666667,0.24949541771699893,0.24686117088137818,0.24956458042115104,closed,win
risk20,ETH,short,2023-09-21 00:00:00+00:00,2023-09-28 08:00:00+00:00,45,-0.0011103982122527038,0.00083040711739662,-0.0019408053296493238,20% target-vol,development,7.5,-0.07252209392684839,0.5229362877573146,0.7088985551696134,closed,loss
risk24,ETH,short,2023-09-21 00:00:00+00:00,2023-09-28 08:00:00+00:00,45,-0.001336685778141035,0.000996453487986176,-0.002333139266127211,24% target-vol,development,7.5,-0.0785279489174468,0.6172661791704103,0.8506782662035363,closed,loss
risk20,BTC,long,2023-09-21 08:00:00+00:00,2023-09-22 20:00:00+00:00,10,-0.0064962654952263445,0.0004317273606728216,-0.006927992855899166,20% target-vol,development,1.6666666666666667,0.4312499863869233,0.18427889678055764,0.43134379711955434,closed,loss
risk24,BTC,long,2023-09-21 08:00:00+00:00,2023-09-22 20:00:00+00:00,10,-0.0074749691902900465,0.0005098336752072026,-0.00798480286549725,24% target-vol,development,1.6666666666666667,0.5093486016158358,0.1988730686629161,0.5094585033056165,closed,loss
risk20,BTC,long,2023-09-23 04:00:00+00:00,2023-09-23 16:00:00+00:00,4,-2.4346245143581782e-05,9.369889286329431e-05,-0.0001180451380068761,20% target-vol,development,0.6666666666666666,0.09369889286329432,0.08654271290113719,0.09369889286329432,closed,loss
risk24,BTC,long,2023-09-23 04:00:00+00:00,2023-09-23 16:00:00+00:00,4,-2.6718674019130054e-05,8.869763858313869e-05,-0.00011541631260226874,24% target-vol,development,0.6666666666666666,0.08869763858313869,0.08404249284754171,0.08869763858313869,closed,loss
risk20,BTC,short,2023-09-25 12:00:00+00:00,2023-09-27 12:00:00+00:00,13,-0.003274856738694384,0.00014763646183893,-0.003422493200533314,20% target-vol,development,2.1666666666666665,-0.12015744825738221,0.12519714915469402,0.1457379432204739,closed,loss
risk24,BTC,short,2023-09-25 12:00:00+00:00,2023-09-27 12:00:00+00:00,13,-0.0037668476531194156,0.0001686286285451096,-0.003935476281664525,24% target-vol,development,2.1666666666666665,-0.14418893790885864,0.1489332003841661,0.16635040620296235,closed,loss
risk20,BTC,short,2023-09-28 04:00:00+00:00,2023-09-28 16:00:00+00:00,4,-0.0013972990529915815,0.0001246207300086517,-0.0015219197830002333,20% target-vol,development,0.6666666666666666,-0.09432492082303977,0.08875457214483498,0.12462073000865172,closed,loss
risk24,BTC,short,2023-09-28 04:00:00+00:00,2023-09-28 16:00:00+00:00,4,-0.0014826545944872276,0.00014954487601038204,-0.0016321994704976096,24% target-vol,development,0.6666666666666666,-0.11318990498764771,0.10441979962712311,0.14954487601038205,closed,loss
risk20,BTC,long,2023-10-01 16:00:00+00:00,2023-10-01 16:00:00+00:00,1,-0.0004355360613130857,0.00028527901639827097,-0.0007208150777113567,20% target-vol,development,0.16666666666666666,0.28527901639827097,0.28527901639827097,0.28527901639827097,closed,loss
risk24,BTC,long,2023-10-01 16:00:00+00:00,2023-10-01 16:00:00+00:00,1,-0.0005355512172816137,0.00035078960864085197,-0.0008863408259224656,24% target-vol,development,0.16666666666666666,0.35078960864085196,0.35078960864085196,0.35078960864085196,closed,loss
risk20,BTC,long,2023-10-02 04:00:00+00:00,2023-10-11 04:00:00+00:00,55,-0.013803290893397078,0.0008277364506358029,-0.01463102734403288,20% target-vol,development,9.166666666666666,0.259397283268546,0.37967121059515907,0.6466827291397316,closed,loss
risk24,BTC,long,2023-10-02 04:00:00+00:00,2023-10-11 04:00:00+00:00,55,-0.016409533303151525,0.0010426829392174645,-0.01745221624236899,24% target-vol,development,9.166666666666666,0.31976819420863234,0.440037766784027,0.7760192749676779,closed,loss
risk20,ETH,short,2023-10-05 20:00:00+00:00,2023-10-06 20:00:00+00:00,7,-0.007329383332700764,0.0004528297516137404,-0.007782213084314504,20% target-vol,development,1.1666666666666667,-0.34585832105554304,0.3856930350630021,0.45169869677152374,closed,loss
risk24,ETH,short,2023-10-05 20:00:00+00:00,2023-10-06 20:00:00+00:00,7,-0.00798576165171655,0.0004930491644511636,-0.008478810816167713,24% target-vol,development,1.1666666666666667,-0.36470004022009844,0.4138361419033759,0.49172740137801657,closed,loss
risk20,ETH,short,2023-10-08 16:00:00+00:00,2023-10-17 00:00:00+00:00,51,0.005284184174495708,0.000825750857963115,0.004458433316532593,20% target-vol,development,8.5,-0.16511571207290252,0.40705174813440015,0.6540989594373996,closed,win
risk24,ETH,short,2023-10-08 16:00:00+00:00,2023-10-17 00:00:00+00:00,51,0.005063347439631592,0.000973772509496015,0.0040895749301355765,24% target-vol,development,8.5,-0.16511571207290252,0.47570220774722943,0.7849187513248794,closed,win
