profile,profile_name,period_end,return,observations,complete,sample
risk20,20% target-vol,2023-10-22 00:00:00+00:00,0.023025997653020935,7,True,development
risk20,20% target-vol,2023-10-29 00:00:00+00:00,0.06580726023646233,7,True,development
risk20,20% target-vol,2023-11-05 00:00:00+00:00,0.008315151871091997,7,True,development
risk20,20% target-vol,2023-11-12 00:00:00+00:00,0.022037885688142245,7,True,development
risk20,20% target-vol,2023-11-19 00:00:00+00:00,-0.010231470143233445,7,True,development
risk20,20% target-vol,2023-11-26 00:00:00+00:00,0.0024650602565516877,7,True,development
risk20,20% target-vol,2023-12-03 00:00:00+00:00,0.014854128687810775,7,True,development
risk20,20% target-vol,2023-12-10 00:00:00+00:00,0.044199543911716876,7,True,development
risk20,20% target-vol,2023-12-17 00:00:00+00:00,0.0,7,True,development
risk20,20% target-vol,2023-12-24 00:00:00+00:00,-0.001524739116950835,7,True,development
risk20,20% target-vol,2023-12-31 00:00:00+00:00,-0.0005558604931689137,7,True,development
risk20,20% target-vol,2024-01-07 00:00:00+00:00,-0.009158803601431398,7,True,historical_validation
risk20,20% target-vol,2024-01-14 00:00:00+00:00,0.020717115183030987,7,True,historical_validation
risk20,20% target-vol,2024-01-21 00:00:00+00:00,0.0,7,True,historical_validation
risk20,20% target-vol,2024-01-28 00:00:00+00:00,0.008499646492709845,7,True,historical_validation
risk20,20% target-vol,2024-02-04 00:00:00+00:00,0.0006783307918183379,7,True,historical_validation
risk20,20% target-vol,2024-02-11 00:00:00+00:00,0.041699542840764936,7,True,historical_validation
risk20,20% target-vol,2024-02-18 00:00:00+00:00,0.04252727517463928,7,True,historical_validation
risk20,20% target-vol,2024-02-25 00:00:00+00:00,0.008923589275491972,7,True,historical_validation
risk20,20% target-vol,2024-03-03 00:00:00+00:00,0.032022778438178134,7,True,historical_validation
risk20,20% target-vol,2024-03-10 00:00:00+00:00,0.0,7,True,historical_validation
risk20,20% target-vol,2024-03-17 00:00:00+00:00,-0.002029822101752732,7,True,historical_validation
risk20,20% target-vol,2024-03-24 00:00:00+00:00,0.0,7,True,historical_validation
risk20,20% target-vol,2024-03-31 00:00:00+00:00,-0.004805601574226381,7,True,historical_validation
risk20,20% target-vol,2024-04-07 00:00:00+00:00,-0.0014545781313836104,7,True,historical_validation
risk20,20% target-vol,2024-04-14 00:00:00+00:00,-0.010296572066042842,7,True,historical_validation
risk20,20% target-vol,2024-04-21 00:00:00+00:00,-0.007618092676753174,7,True,historical_validation
risk20,20% target-vol,2024-04-28 00:00:00+00:00,-0.00033304965407199294,7,True,historical_validation
risk20,20% target-vol,2024-05-05 00:00:00+00:00,-0.010549441860060904,7,True,historical_validation
risk20,20% target-vol,2024-05-12 00:00:00+00:00,-0.0028834587969341907,7,True,historical_validation
risk20,20% target-vol,2024-05-19 00:00:00+00:00,-0.015766298148636726,7,True,historical_validation
risk20,20% target-vol,2024-05-26 00:00:00+00:00,0.05545759373500858,7,True,historical_validation
risk20,20% target-vol,2024-06-02 00:00:00+00:00,-0.007369987723746307,7,True,historical_validation
risk20,20% target-vol,2024-06-09 00:00:00+00:00,-0.008752769216744727,7,True,historical_validation
risk20,20% target-vol,2024-06-16 00:00:00+00:00,0.0,7,True,historical_validation
risk20,20% target-vol,2024-06-23 00:00:00+00:00,0.002515293624662185,7,True,historical_validation
risk20,20% target-vol,2024-06-30 00:00:00+00:00,0.01320434122060643,7,True,historical_validation
risk20,20% target-vol,2024-07-07 00:00:00+00:00,0.04555664491323386,7,True,historical_validation
risk20,20% target-vol,2024-07-14 00:00:00+00:00,-0.00015844259985786646,7,True,historical_validation
risk20,20% target-vol,2024-07-21 00:00:00+00:00,-0.003982184275955758,7,True,historical_validation
risk20,20% target-vol,2024-07-28 00:00:00+00:00,-0.0192816457004108,7,True,historical_validation
risk20,20% target-vol,2024-08-04 00:00:00+00:00,0.05255990688686385,7,True,historical_validation
risk20,20% target-vol,2024-08-11 00:00:00+00:00,0.03895236414197978,7,True,historical_validation
risk20,20% target-vol,2024-08-18 00:00:00+00:00,-0.0021314721831953154,7,True,historical_validation
risk20,20% target-vol,2024-08-25 00:00:00+00:00,-0.003204588157947441,7,True,historical_validation
risk20,20% target-vol,2024-09-01 00:00:00+00:00,-0.00077590211253864,7,True,historical_validation
risk20,20% target-vol,2024-09-08 00:00:00+00:00,0.014382044224069856,7,True,historical_validation
risk20,20% target-vol,2024-09-15 00:00:00+00:00,-0.008353035876128345,7,True,historical_validation
risk20,20% target-vol,2024-09-22 00:00:00+00:00,-0.012896507256360712,7,True,historical_validation
risk20,20% target-vol,2024-09-29 00:00:00+00:00,-0.004511337179499697,7,True,historical_validation
risk20,20% target-vol,2024-10-06 00:00:00+00:00,-0.012232765494153974,7,True,historical_validation
risk20,20% target-vol,2024-10-13 00:00:00+00:00,-0.0025232722347130476,7,True,historical_validation
risk20,20% target-vol,2024-10-20 00:00:00+00:00,0.015967916243677438,7,True,historical_validation
risk20,20% target-vol,2024-10-27 00:00:00+00:00,-7.246687893980308e-05,7,True,historical_validation
risk20,20% target-vol,2024-11-03 00:00:00+00:00,-0.017990196696776706,7,True,historical_validation
risk20,20% target-vol,2024-11-10 00:00:00+00:00,0.008378436665570144,7,True,historical_validation
risk20,20% target-vol,2024-11-17 00:00:00+00:00,0.03521875672100094,7,True,historical_validation
risk20,20% target-vol,2024-11-24 00:00:00+00:00,0.014990675088229155,7,True,historical_validation
risk20,20% target-vol,2024-12-01 00:00:00+00:00,0.0004539576597508699,7,True,historical_validation
risk20,20% target-vol,2024-12-08 00:00:00+00:00,-8.619646028884542e-05,7,True,historical_validation
risk20,20% target-vol,2024-12-15 00:00:00+00:00,0.006284967334689862,7,True,historical_validation
risk20,20% target-vol,2024-12-22 00:00:00+00:00,0.0026140369712357447,7,True,historical_validation
risk20,20% target-vol,2024-12-29 00:00:00+00:00,0.0,7,True,historical_validation
risk20,20% target-vol,2025-01-05 00:00:00+00:00,-0.0004091260619395465,7,True,historical_validation
risk20,20% target-vol,2025-01-12 00:00:00+00:00,-0.011677080601466439,7,True,historical_validation
risk20,20% target-vol,2025-01-19 00:00:00+00:00,0.017528370277303695,7,True,historical_validation
risk20,20% target-vol,2025-01-26 00:00:00+00:00,-0.03856854965427425,7,True,historical_validation
risk20,20% target-vol,2025-02-02 00:00:00+00:00,-0.007405361896342444,7,True,historical_validation
risk20,20% target-vol,2025-02-09 00:00:00+00:00,0.014445360275863184,7,True,historical_validation
