shift_days,cagr,max_dd,sharpe,calmar,multiple
280,-0.1731494100829306,-0.4291091370114124,-1.0322376395352393,-0.4035090263722947,0.6217214633186878
281,-0.11779582375770492,-0.3282672505599089,-0.7427648889016354,-0.35884122938485796,0.7310404386644246
282,-0.20205008867684693,-0.4456156984040287,-1.4745257357788157,-0.45341779789286757,0.5688170740245482
283,-0.17400933139562036,-0.3982671161567224,-1.2217331937095919,-0.4369161407921658,0.6201064751644134
284,-0.1868853125160843,-0.4701136565338241,-1.2008962249227177,-0.39753219230855963,0.5962251117013684
285,-0.15768424194822372,-0.4420963362177692,-0.9088843641839358,-0.3566739396604072,0.6511976411074685
286,-0.21763090830313558,-0.5252967677631755,-1.349259848989996,-0.4143008707817753,0.5414591411028327
287,-0.22628702727524075,-0.48678899208819837,-1.4354378204653622,-0.46485650035866294,0.5266084555483598
288,-0.17348474588242024,-0.3945181233345595,-1.0647369679677485,-0.4397383431110505,0.6210913811154133
289,-0.19918500819356522,-0.43705798734484713,-1.3084573357443774,-0.4557404599870736,0.573936045966336
290,-0.1148395195003501,-0.28312461968668645,-0.6808663302241963,-0.4056147417608355,0.7371793656478055
291,-0.13435972097607574,-0.37186923058294075,-0.7953211101910346,-0.36130905685704073,0.697212373466603
292,-0.1571320472010812,-0.4011460718014386,-0.9656412852613224,-0.3917078048289085,0.6522652794716316
293,-0.18633994735713422,-0.4530746955577917,-1.2169518198953568,-0.41127864606900283,0.5972252148261131
294,-0.14597884999702193,-0.3692682470010463,-0.9499514524421797,-0.3953192595966918,0.6740545104186797
295,-0.13721590220465152,-0.4089826818514305,-0.8639636268368204,-0.33550540962636016,0.6914762468034341
296,-0.16485867490033068,-0.40205739205315927,-1.096166592489496,-0.4100376666586281,0.6374215058326402
297,-0.21904970520194178,-0.4879432178735752,-1.448475643043938,-0.4489245821604943,0.5390080242407715
298,-0.1912712070928443,-0.4687483727250342,-1.2343179619542344,-0.4080466583401734,0.5882186855221249
299,-0.1337737372826603,-0.3650338679504773,-0.8321564435583716,-0.3664693855223561,0.6983927324897908
300,-0.17012636539354586,-0.42401638334786296,-1.1351514216514798,-0.4012259244567308,0.6274189540686111
301,-0.08182121114645413,-0.2769014811009948,-0.47118580665978965,-0.2954885283427261,0.8078501814771252
