cagr,max_dd,sharpe
0.4208972381098204,-0.06668183427004293,2.3333298562968765
0.25590194061028315,-0.07648455168322532,1.4556261842182112
0.3415584176621169,-0.0852906828036607,1.8727557279692013
0.2985676793682792,-0.09919642968594045,1.8389742007085244
0.3713931017833081,-0.0774251061751946,2.004842034585655
0.358331477907337,-0.0879479784817836,1.9721739595821837
0.23996666932128274,-0.07997591740551335,1.4506149615811215
0.43203692460717824,-0.07391770705896461,2.4659270829852256
0.356673556196198,-0.07125168256719128,1.9488965674332241
0.40113867980347173,-0.0976255070536729,2.392627680663829
0.14872506461937673,-0.14558153216833647,0.9228030928521753
0.3761860977091096,-0.09054285507457005,2.11547427649343
0.31209082654355,-0.09611805556755582,1.8770969012255363
0.33209998990402734,-0.0905428550745706,1.9966745306431188
0.21186320125223412,-0.11853621644332579,1.3111457982025203
0.1621721581891964,-0.08799223121531274,1.0652458592266423
0.22189321742194146,-0.1165988601176201,1.3673597665550061
0.25449865628463275,-0.112295552977553,1.5188031321144793
0.17671737875857185,-0.09828696608057275,1.1361147924693589
0.38486524284810897,-0.11270441615347715,2.1479851897058295
0.4697794790273948,-0.12125905609456111,2.3231280765747453
0.4818698664062362,-0.07642505527786347,2.680051335426151
0.22519998691665966,-0.09054285507457038,1.4994360147831969
0.29070854739855845,-0.11041580184449984,1.7551097864272458
0.27726345437092426,-0.08791370648772545,1.5793756386699858
0.3259447880667339,-0.06525432958366184,1.8318696214341774
0.28903107255307026,-0.09056128588821333,1.6407471434608292
0.2441494560903319,-0.09228243797176738,1.4790428358896672
0.229970055819819,-0.09103766370560651,1.6104953842807728
0.39388767568635497,-0.0810962505259295,2.119253009428739
0.26358797519374955,-0.08335931999623047,1.4272007546609295
0.19984209727602553,-0.10132335879235232,1.2968077863434082
0.18826363649532518,-0.09679422707624585,1.2690954615470547
0.2919749339323814,-0.12306794538505195,1.5543047852988852
0.2511155633352873,-0.0905428550745706,1.4167048796068715
0.5166028833314578,-0.09079629055278071,2.6203254687732342
0.35860687122447543,-0.13742880033705807,2.064594903781756
0.17476545965441637,-0.1474597299044741,1.1729842727392086
0.18904455390601194,-0.08797497876137339,1.1613377466798127
0.21501768401488963,-0.13144080653554235,1.4146769762792861
0.25810524493455445,-0.09224432576455255,1.515758482668175
0.40407465389412756,-0.12148131541189022,2.049351234723297
0.26125773211030845,-0.0979942467994831,1.613345362473981
0.17662222927413196,-0.1127787227629079,1.2742644304762551
0.30683185067577723,-0.08215363958090782,1.834272771948166
0.18942731470612517,-0.07790862846848257,1.16391744150887
0.2954719323361439,-0.08857450804129452,1.7966836049860353
0.4441858405592536,-0.06594440025181991,2.275953358470327
0.32248842899098795,-0.07447972466139552,1.9110967536327224
0.20402083615892952,-0.10577215419395858,1.2348873298912584
0.3496281786104234,-0.09054285507457038,1.9095440340044707
0.5432559459959851,-0.09398505359097165,2.701100009722309
0.32546179533410347,-0.07655579403920132,1.7919238585417967
0.17428024476795434,-0.09685524014171554,1.1299854950830939
0.28256555794513094,-0.09379146684501205,1.574271283298558
0.23033529532725372,-0.10415129569188064,1.3329339928929287
0.43547317246137474,-0.13882774508924012,2.235294715999138
0.48913880802235177,-0.08026625089337636,2.8003314616001784
0.32362687292947,-0.08549846920662207,1.9419394202427638
0.3136844885410197,-0.08576495707146392,1.8634241361904564
0.3069042676976965,-0.08136044374566309,1.6983720697313336
0.36331580018790377,-0.10260719566649945,2.195173064419946
0.2520297400600138,-0.07278764600308696,1.466001012836403
0.28673984973645505,-0.11083315531302562,1.6529113141735805
0.3646671474926506,-0.09763865049820453,1.9803721715378406
0.40312305750554756,-0.07253995032333471,2.2470981839072346
0.29880158303467064,-0.10276565771754254,1.752608720455175
0.23094710314699474,-0.11083671537720352,1.4918579810651735
0.45710296424879315,-0.09054285507457083,2.3996495566732188
0.29967131797579927,-0.06925872725754545,1.7244844243839397
0.20998066144359617,-0.11862155396657403,1.2708567463156868
0.3819801567570744,-0.09054285507457005,2.044524781881388
0.11439931045702267,-0.09881441419185932,0.8014833252309886
0.3028847238127088,-0.07167938671587215,1.7828796480803886
0.24791869212043594,-0.12744848456438185,1.47425949929496
0.21524224404791603,-0.10707639324017681,1.3156534418611487
0.3786626155977211,-0.0905593496363406,1.987834638036718
0.37030704179430685,-0.09084528645897072,2.0564300178709733
0.37710257691821103,-0.10005837106253501,2.3460211118299705
0.1268121150427166,-0.09712884230889385,0.8484701367174847
