profile,profile_name,dev_cagr,oos_cagr,oos_daily_max_dd,oos_4h_max_dd,oos_sharpe,positive_weeks,median_week,worst_week,best_week,positive_months,median_month,worst_month,best_month,longest_underwater_days,top_5_week_log_growth_share
risk20,20% target-vol,0.2298804066215494,0.30009922924465804,-0.07747529783937768,-0.08412557781930474,2.021270477393924,0.4230769230769231,-7.933166961432425e-05,-0.03856854965427425,0.10543961494602816,0.6666666666666666,0.013633784012053396,-0.045590998530217974,0.12679270523030794,105,0.4776522566183343
risk24,24% target-vol,0.2693701856284634,0.36857706996996753,-0.0905428550745706,-0.09840761331912107,2.0492086995470586,0.4153846153846154,-0.00014678877919876987,-0.04452946437804417,0.12814728233562955,0.6666666666666666,0.017578553248743578,-0.05210685988837038,0.1514217177880146,105,0.47812650619454594
