symbol,perp_source,spot_source,min_rate_per_8h_bps,persistence_periods,min_net_apr_frac,exit_net_apr_frac,exit_persistence_periods,exit_negative_min_bps,exit_negative_periods,exit_negative_cum_cost_frac,min_hold_recovered_cost_frac,notional_quote,holding_days,open_at_ms,close_at_ms,held_days,settlements,funding_frac,cost_frac,net_frac,exit_reason_vi,max_basis_pct,max_basis_widen_pct,min_trailing_mean_bps,trailing_mean_days,trailing_mean_min_cost_frac
DOGEUSDT,binance_futures,binance_spot,0.3,6,0.02,0,48,2,2,1,1,50000,90,1695513600000,1789545600002,1088.3333333564815,3265,0.24342121999999247,0.003800085647656699,0.23962113435233579,Đóng ở cuối cửa sổ backtest (không phải tín hiệu thoát) — chi phí ra vẫn bị tính.,2,2,0,0,0
DOGEUSDT,bybit_futures,binance_spot,0.3,6,0.02,0,48,2,2,1,1,50000,90,1695888000000,1789545600000,1084,3252,0.27567548999999053,0.004021054036056756,0.2716544359639338,Đóng ở cuối cửa sổ backtest (không phải tín hiệu thoát) — chi phí ra vẫn bị tính.,2,2,0,0,0
DOGEUSDT,hyperliquid_futures,binance_spot,0.3,6,0.02,0,48,2,2,1,1,50000,90,1758031200018,1789545600035,364.75000019675923,8754,0.05059732909999669,0.0037487101512727757,0.046848618948723914,Đóng ở cuối cửa sổ backtest (không phải tín hiệu thoát) — chi phí ra vẫn bị tính.,2,2,0,0,0
DOGEUSDT,kraken_futures,binance_spot,0.3,6,0.02,0,48,2,2,1,1,50000,90,1758171600000,1789545600000,363.125,8708,0.017165467629517574,0.004218917993379115,0.01294654963613846,Đóng ở cuối cửa sổ backtest (không phải tín hiệu thoát) — chi phí ra vẫn bị tính.,2,2,0,0,0
DOGEUSDT,okx_futures,binance_spot,0.3,6,0.02,0,48,2,2,1,1,50000,90,1783008000000,1789545600000,75.66666666666667,227,0.014053198055773585,0.0038314270220424817,0.010221771033731102,Đóng ở cuối cửa sổ backtest (không phải tín hiệu thoát) — chi phí ra vẫn bị tính.,2,2,0,0,0
DOGEUSDT,gate_futures,binance_spot,0.3,6,0.02,0,48,2,2,1,1,50000,90,1774425602000,1789545600000,174.99997685185184,525,0.012550999999999979,0.004303369914656837,0.008247630085343141,Đóng ở cuối cửa sổ backtest (không phải tín hiệu thoát) — chi phí ra vẫn bị tính.,2,2,0,0,0
SUIUSDT,binance_futures,binance_spot,0.3,6,0.02,0,48,2,2,1,1,50000,90,1695024000000,1714838400000,229.33333333333334,688,0.12078939000000025,0.00443900405638696,0.11635038594361329,"THOÁT: funding đã đảo dấu, mốc mới nhất -2.0626 bps/8h — vị thế đang TRẢ chứ không thu. Mốc mới nhất -2.0626 bps/8h (cổng ≤ −2.0000), 27 mốc âm liên tiếp (cổng ≥ 2). Đợt âm đã trả 0.4696% notional so với cổng 0.4439% (= 1.00 × vòng 0.4439%).",2,2,0,0,0
SUIUSDT,binance_futures,binance_spot,0.3,6,0.02,0,48,2,2,1,1,50000,90,1716393600000,1789545600002,846.6666666898149,2540,0.07992692000000096,0.00443900405638696,0.075487915943614,Đóng ở cuối cửa sổ backtest (không phải tín hiệu thoát) — chi phí ra vẫn bị tính.,2,2,0,0,0
SUIUSDT,bybit_futures,binance_spot,0.3,6,0.02,0,48,2,2,1,1,50000,90,1697443200000,1789545600000,1066,3198,0.2844237799999872,0.004846642309551745,0.27957713769043546,Đóng ở cuối cửa sổ backtest (không phải tín hiệu thoát) — chi phí ra vẫn bị tính.,2,2,0,0,0
SUIUSDT,kraken_futures,binance_spot,0.3,6,0.02,0,48,2,2,1,1,50000,90,1758074400000,1789545600000,364.25,8735,0.02263793602199774,0.005314148098896014,0.017323787923101727,Đóng ở cuối cửa sổ backtest (không phải tín hiệu thoát) — chi phí ra vẫn bị tính.,2,2,0,0,0
SUIUSDT,okx_futures,binance_spot,0.3,6,0.02,0,48,2,2,1,1,50000,90,1781251200000,1789545600000,96,288,0.014928358279125468,0.004964934775963212,0.009963423503162257,Đóng ở cuối cửa sổ backtest (không phải tín hiệu thoát) — chi phí ra vẫn bị tính.,2,2,0,0,0
SUIUSDT,gate_futures,binance_spot,0.3,6,0.02,0,48,2,2,1,1,50000,90,1774339200000,1789545600000,176,528,0.012843999999999972,0.006046307762778619,0.006797692237221353,Đóng ở cuối cửa sổ backtest (không phải tín hiệu thoát) — chi phí ra vẫn bị tính.,2,2,0,0,0
